"103.47.93.210","elite","AS134058","IN","Broban Internet Services Pvt.ltd","226","Broban  PVT Ltd.","1080","socks4","68","1","2022-12-16T23:09:47.278Z","100","612","613"
"162.19.7.59","elite","AS16276","FR","OVH SAS","5","OVH","48471","socks5","117","1","2022-12-16T23:09:47.223Z","100","602","603"
"105.213.107.102","elite","AS16637","ZA","MTN SA","189","MTN SA","5678","socks4","151","1","2022-12-16T23:09:47.177Z","91","547","598"
"201.48.62.65","elite","AS16735","BR","ALGAR TELECOM S/A","229","ALGAR TELECOM S/A","4145","socks4","43","1","2022-12-16T23:09:47.801Z","99","551","558"
"46.171.28.162","elite","AS5617","PL","Orange Polska Spolka Akcyjna","33","Orange Polska S.A.","59311","socks4","78","1","2022-12-16T23:09:47.225Z","99","614","622"
"195.210.172.43","elite","AS8359","RU","MTS PJSC","60","InterneyshenelHouse","58350","socks4","300","1","2022-12-16T23:09:46.762Z","100","632","633"
"197.232.43.224","elite","AS36866","KE","Jamii Telecommunications Limited","197","FAIBA","1080","socks4","362","1","2022-12-16T23:09:46.170Z","98","619","633"
"199.188.93.163","elite","AS64200","US","Vivid-hosting LLC","150","Vivid-hosting LLC","9000","socks5","88","1","2022-12-16T23:09:46.659Z","100","603","603"
"51.81.31.168","elite","AS16276","US","OVH SAS","80","OVH US LLC","63897","socks5","285","1","2022-12-16T23:09:46.970Z","92","550","600"
"103.70.159.129","elite","AS133720","IN","speednet","124","N/A","5678","socks4","265","1","2022-12-16T23:09:46.838Z","99","629","634"
"167.172.178.242","elite","AS14061","DE","DigitalOcean, LLC","25","DigitalOcean, LLC","7497","socks5","200","1","2022-12-16T23:09:46.576Z","100","550","550"
"177.85.205.41","elite","AS52554","BR","S. A. da Silva Junior","180","S. A. da Silva Junior","3629","socks4","294","1","2022-12-16T23:09:46.189Z","100","628","629"
"170.80.91.8","elite","AS264820","CR","Corebases S.A","152","Corebases S.A","4145","socks4","79","1","2022-12-16T23:09:46.295Z","99","609","616"
"119.18.147.81","elite","AS45326","BD","BBTS Network","170","N/A","4153","socks4","298","1","2022-12-16T23:09:46.967Z","93","591","633"
"181.31.225.234","anonymous","AS7303","AR","Telecom Argentina S.A","256","Fibertel","3128","http","268","575","2022-12-16T23:09:46.764Z","98","507","515"
"43.248.25.6","elite","AS18103","ID","Neuviz","173","N/A","4145","socks4","250","1","2022-12-16T23:09:46.839Z","99","628","634"
"75.119.205.16","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks4","428","1","2022-12-16T23:09:46.072Z","100","550","550"
"188.255.245.205","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","37","Orion Telekom Tim d.o.o.Beograd","1080","socks4","277","1","2022-12-16T23:09:46.836Z","100","601","601"
"170.254.255.242","elite","AS52584","BR","Connect Fibra","206","Connect Fibra","45816","socks4","81","1","2022-12-16T23:09:46.235Z","95","587","616"
"46.29.229.77","elite","AS47232","CZ","ISP Alliance a.s.","33","Luminet","4145","socks4","446","1","2022-12-16T23:09:46.071Z","100","578","579"
"114.99.14.138","elite","AS4134","CN","Chinanet","216","Chinanet AH","8004","socks5","69","1","2022-12-16T23:09:46.972Z","53","332","632"
"103.208.203.1","elite","AS133275","IN","Gigantic","180","N/A","5678","socks4","44","1","2022-12-16T23:09:45.882Z","99","605","610"
"198.229.231.13","anonymous","AS11062","US","MTCO Communications","92","Service Provider Corporation","8080","http","61","261","2022-12-16T23:09:45.429Z","100","513","513"
"185.162.228.128","elite","AS209242","GB","Cloudflare London, LLC","11","Softconstruct Limited","80","socks4","200","1","2022-12-16T23:09:45.204Z","100","608","610"
"139.59.90.148","elite","AS14061","IN","DIGITALOCEAN","144","DigitalOcean, LLC","57592","socks4","176","1","2022-12-16T23:09:45.299Z","100","629","629"
"177.36.13.65","elite","AS52965","BR","1telecom Servicos De Tecnologia EM Internet Ltda","222","L. Augusto","5678","socks4","233","1","2022-12-16T23:09:45.261Z","99","519","525"
"95.78.119.94","elite","AS42116","RU","CJSC \"ER-Telecom Holding\" Naberezhnye Chelny branch","63","JSC \"ER-Telecom Holding\" Naberezhnye Chelny branch","1080","socks5","410","1","2022-12-16T23:09:45.940Z","99","612","618"
"106.52.240.130","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","211","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","221","1","2022-12-16T23:09:45.262Z","94","518","550"
"172.64.130.68","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","249","1","2022-12-16T23:09:45.155Z","100","614","615"
"202.157.76.67","anonymous","AS17753","IN","Data Infosys Ltd","151","N/A","3129","http","107","444","2022-12-16T23:09:44.840Z","100","514","516"
"103.109.59.209","elite","AS137449","BD","Kamrul Hasan John","185","N/A","1080","socks4","43","1","2022-12-16T23:09:44.601Z","96","571","597"
"78.46.45.16","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","30509","socks4","429","1","2022-12-16T23:09:44.075Z","100","608","609"
"81.162.199.93","elite","AS34955","CZ","Martin Vicenik","27","VicenikRoute","4153","socks4","134","1","2022-12-16T23:09:44.274Z","100","628","628"
"43.153.174.197","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","252","Tencent Cloud Computing","443","socks5","94","1","2022-12-16T23:09:44.482Z","87","515","590"
"46.105.108.208","elite","AS16276","FR","OVH SAS","4","OVH ISP","28477","socks5","316","1","2022-12-16T23:09:44.996Z","100","629","629"
"187.155.218.135","elite","AS8151","MX","Uninet S.A. de C.V.","117","Uninet S.A. de C.V.","8081","socks5","85","1","2022-12-16T23:09:44.480Z","89","562","633"
"181.66.37.210","elite","AS6147","PE","Telefonica del Peru S.A.A.","191","Telefonica del Peru S.A.A","4153","socks4","223","1","2022-12-16T23:09:44.067Z","91","527","582"
"66.33.213.3","elite","AS26347","US","New Dream Network, LLC","78","New Dream Network, LLC","15891","socks5","120","1","2022-12-16T23:09:44.481Z","100","614","615"
"85.135.95.218","elite","AS30764","CZ","PODA a.s.","27","PODA","4145","socks4","184","1","2022-12-16T23:09:44.068Z","100","633","633"
"180.241.252.242","elite","AS7713","ID","PT. TELKOM INDONESIA","182","N/A","8080","socks4","228","1","2022-12-16T23:09:44.065Z","82","420","512"
"103.105.40.1","elite","AS137143","IN","Minnal Digital Network Private Limited","170","Minnal Digital Network Private Limited","4145","socks4","87","1","2022-12-16T23:09:44.403Z","99","569","572"
"36.95.35.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","195","Telekomunikasi Indonesia","5678","socks4","114","1","2022-12-16T23:09:44.069Z","99","606","614"
"122.248.46.26","elite","AS45325","ID","PT PC24 Cyber Indonesia","178","N/A","4145","socks4","56","1","2022-12-16T23:09:44.832Z","100","613","614"
"27.123.1.37","elite","AS45706","ID","PT Tele Globe Global","165","N/A","4153","socks4","217","1","2022-12-16T23:09:44.066Z","99","613","619"
"167.71.184.82","elite","AS14061","US","DigitalOcean, LLC","78","DigitalOcean, LLC","37908","socks4","281","1","2022-12-16T23:09:44.278Z","100","532","532"
"180.180.216.90","elite","AS23969","TH","TOT Public Company Limited","164","TOT Public Company Limited","5678","socks4","144","1","2022-12-16T23:09:44.236Z","93","515","551"
"54.38.195.161","elite","AS16276","PL","OVH SAS","30","OVH Sp. z o. o","63851","socks5","62","1","2022-12-16T23:09:44.273Z","100","630","630"
"197.232.39.208","elite","AS36866","KE","FAIBA","191","N/A","14880","socks4","166","1","2022-12-16T23:09:44.068Z","91","579","634"
"80.191.46.60","elite","AS58224","IR","Telecommunication Company of Iran","94","Telecommunication Company of Tehran","1080","socks4","53","1","2022-12-16T23:09:44.600Z","98","610","620"
"105.213.115.76","elite","AS16637","ZA","MTN SA","185","MTN SA","5678","socks4","191","1","2022-12-16T23:09:43.416Z","81","445","551"
"143.198.49.49","elite","AS14061","US","DigitalOcean, LLC","146","DigitalOcean, LLC","3240","socks5","443","1","2022-12-16T23:09:43.408Z","100","586","586"
"159.192.233.69","elite","AS131090","TH","CAT-BB","197","N/A","4145","socks5","607","1","2022-12-16T23:09:43.271Z","74","443","600"
"103.124.137.251","elite","AS138089","ID","Global Media Data Prima","186","N/A","1080","socks4","376","1","2022-12-16T23:09:43.412Z","94","544","577"
"109.86.219.179","elite","AS13188","UA","Triolan","49","N/A","55489","socks4","258","1","2022-12-16T23:09:43.413Z","93","581","624"
"61.7.138.57","elite","AS131090","TH","CAT Telecom Public Company Limited","168","National Telecom Public Company Limited","5678","socks4","49","1","2022-12-16T23:09:43.544Z","83","462","555"
"94.181.48.110","anonymous","AS21353","RU","Enforta-MSK","84","N/A","1256","http","978","280","2022-12-16T23:09:43.275Z","99","536","539"
"103.23.102.129","elite","AS58400","ID","Universitas Negeri Semarang, y","173","UNNES","4145","socks4","825","1","2022-12-16T23:09:43.190Z","100","631","632"
"43.239.75.102","elite","AS133443","BD","COL","205","N/A","4145","socks4","860","2","2022-12-16T23:09:43.104Z","98","613","627"
"91.121.210.56","elite","AS16276","FR","OVH SAS","5","OVH ISP","24859","socks4","143","1","2022-12-16T23:09:43.657Z","98","507","518"
"41.225.229.55","elite","AS37671","TN","3S INF","76","ATI - Agence Tunisienne Internet","1080","socks4","862","1","2022-12-16T23:09:43.189Z","99","578","581"
"158.69.52.218","elite","AS16276","CA","OVH SAS","82","OVH Hosting, Inc.","9300","http","55","255","2022-12-16T23:09:43.819Z","99","550","555"
"125.16.134.218","elite","AS9498","IN","Bharti Airtel","135","Ishan Netsol PVT Ltd.","8291","socks4","425","1","2022-12-16T23:09:43.409Z","98","598","610"
"49.0.42.114","elite","AS38744","BD","Always On Network Bangladesh Ltd.","156","Always On Network Bangladesh Ltd","10801","socks4","339","1","2022-12-16T23:09:43.412Z","99","589","596"
"202.137.141.26","elite","AS9873","LA","Lao Telecommunication Co Ltd","234","Laotelecom","5678","socks4","134","1","2022-12-16T23:09:43.417Z","99","625","632"
"36.37.251.171","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","228","Viettel (cambodia) Pte., Ltd.","5678","socks4","590","1","2022-12-16T23:09:43.272Z","95","590","620"
"125.46.179.58","elite","AS4837","CN","CNC Group CHINA169 Henan Province Network","198","N/A","44844","socks5","962","1","2022-12-16T23:09:43.101Z","60","364","610"
"139.255.86.226","elite","AS9905","ID","PT. LINKNET","185","N/A","5678","socks4","226","1","2022-12-16T23:09:43.414Z","99","626","633"
"66.29.128.246","elite","AS22612","US","Namecheap, Inc.","132","Namecheap, Inc.","61590","socks5","214","1","2022-12-16T23:09:43.415Z","100","516","518"
"186.224.225.26","elite","AS53171","BR","Path Telecom S.A.","225","Omni Telecomunicacoes Ltda","42648","socks4","811","1","2022-12-16T23:09:43.191Z","100","627","630"
"66.29.128.243","elite","AS22612","US","Namecheap, Inc.","132","Namecheap, Inc.","57074","socks4","240","1","2022-12-16T23:09:43.414Z","100","586","586"
"45.63.70.67","elite","AS20473","US","The Constant Company","98","Vultr Holdings, LLC","29313","socks4","191","1","2022-12-16T23:09:43.936Z","100","538","539"
"45.7.177.180","elite","AS266626","BR","Litoral Telecom","200","Litoral Telecom","39867","socks4","61","1","2022-12-16T23:09:43.418Z","97","595","616"
"158.140.160.86","elite","AS63859","ID","MYREPUBLIC","302","N/A","10808","socks4","884","1","2022-12-16T23:09:43.103Z","98","575","586"
"46.23.141.142","elite","AS51968","CZ","NEOS","22","N/A","5678","socks4","401","1","2022-12-16T23:09:43.410Z","94","597","633"
"104.255.170.63","elite","AS397373","US","H4Y Technologies LLC","153","N/A","60899","socks5","61","1","2022-12-16T23:09:42.942Z","99","627","634"
"91.93.42.116","anonymous","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","61","Telekom19 Telekominikasyon Teknoloji Bilisim Hizmetleri Sanayi VE Ticaret Ltd.","10001","http","933","541","2022-12-16T23:09:42.738Z","100","515","515"
"61.7.184.130","elite","AS131090","TH","CAT Telecom Public Company Limited","203","National Telecom Public Company Limited","4153","socks4","886","1","2022-12-16T23:09:42.192Z","97","613","634"
"186.251.255.93","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","216","Seanet Telecom Carazinho Eireli","31337","socks4","911","1","2022-12-16T23:09:42.408Z","99","613","617"
"194.58.104.111","elite","AS197695","RU","\"Domain names registrar REG.RU\", Ltd","45","Reg.Ru","7497","socks5","128","1","2022-12-16T23:09:42.414Z","95","603","632"
"62.33.235.42","elite","AS20485","RU","Joint Stock Company TransTeleCom","53","DataLine","4153","socks4","975","1","2022-12-16T23:09:42.405Z","99","626","630"
"104.16.108.234","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","250","1","2022-12-16T23:09:42.046Z","100","620","620"
"185.32.44.161","elite","AS200154","AZ","Izone LLC","85","IZONE Network Broadband Services","4153","socks4","923","1","2022-12-16T23:09:42.736Z","100","629","629"
"103.19.58.113","anonymous","AS132637","ID","BITSNET","168","N/A","8080","http","1045","439","2022-12-16T23:09:42.195Z","97","608","627"
"103.38.102.243","elite","AS38524","ID","LAXONET","193","N/A","5678","socks4","894","1","2022-12-16T23:09:42.737Z","97","613","634"
"202.141.233.166","elite","AS9260","PK","Multinet Broadband","157","Multinet Broadband","4673","socks4","213","1","2022-12-16T23:09:42.049Z","92","547","595"
"190.242.118.92","anonymous","AS23520","CO","Columbus Networks USA, Inc.","130","Columbus Networks Colombia","55443","http","1028","3206","2022-12-16T23:09:42.739Z","99","606","613"
"27.116.61.15","elite","AS55636","KH","TPLC Holdings Ltd","184","Tplc","5678","socks4","884","1","2022-12-16T23:09:42.410Z","88","537","613"
"46.101.99.250","elite","AS14061","DE","DigitalOcean, LLC","25","Digital Ocean","56632","socks5","44","1","2022-12-16T23:09:42.111Z","100","608","609"
"43.239.75.189","elite","AS133443","BD","COL","205","N/A","4145","socks4","872","1","2022-12-16T23:09:42.193Z","98","608","622"
"172.67.105.234","elite","AS13335","CA","Cloudflare, Inc.","11","Cloudflare, Inc.","80","socks5","73","1","2022-12-16T23:09:42.802Z","100","616","616"
"67.168.245.6","elite","AS7922","US","Comcast Cable Communications, LLC","166","Comcast Cable Communications, IP Services","48331","socks4","945","1","2022-12-16T23:09:42.407Z","100","543","543"
"202.150.164.146","elite","AS45725","ID","PT. KINGS NETWORK INDONESIA","181","N/A","5678","socks4","90","1","2022-12-16T23:09:41.635Z","98","510","518"
"51.79.50.22","elite","AS16276","CA","OVH SAS","83","OVH Hosting, Inc.","9300","http","776","619","2022-12-16T23:09:41.001Z","99","515","519"
"137.110.161.153","elite","AS7377","US","University of California, San Diego","140","University of California, San Diego","80","socks4","178","1","2022-12-16T23:09:41.720Z","100","615","615"
"165.225.24.50","elite","AS62044","DE","Zscaler Switzerland GmbH","10","Zscaler, Inc.","10007","socks4","626","1","2022-12-16T23:09:41.353Z","100","612","612"
"103.79.152.202","elite","AS131111","ID","MORATELINDO","163","Moratelindo","5678","socks4","762","1","2022-12-16T23:09:41.625Z","99","574","582"
"46.101.103.161","elite","AS14061","DE","DigitalOcean, LLC","22","Digital Ocean","35623","socks5","638","1","2022-12-16T23:09:41.185Z","100","518","518"
"176.214.97.13","anonymous","AS21353","RU","Enforta-MSK","75","N/A","8081","https","161","135","2022-12-16T23:09:41.547Z","100","634","634"
"190.216.56.1","elite","AS265758","AR","Cooperativa De Obras Y Servicios Publicos De Despenaderos Limitada","237","Level 3 Argentina S.A","4153","socks4","351","1","2022-12-16T23:09:41.902Z","100","632","633"
"36.89.218.67","elite","AS7713","ID","PT. Telekomunikasi Indonesia","200","Telekomunikasi Indonesia","1080","socks4","203","1","2022-12-16T23:09:41.631Z","96","537","558"
"77.192.165.202","elite","AS15557","FR","Societe Francaise Du Radiotelephone - SFR SA","20","N9uf PRO","5678","socks4","948","1","2022-12-16T23:09:41.195Z","100","589","589"
"177.64.31.243","elite","AS28573","BR","Claro NXT Telecomunicacoes Ltda","246","Claro NXT Telecomunicacoes Ltda","5678","socks4","749","1","2022-12-16T23:09:41.627Z","99","630","635"
"93.105.171.100","elite","AS29314","PL","Vectra S.A","42","Core Net. Broadband","4153","socks4","616","1","2022-12-16T23:09:41.334Z","100","622","623"
"88.198.219.62","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","80","socks4","942","1","2022-12-16T23:09:41.192Z","100","558","559"
"138.201.125.229","elite","AS24940","DE","Hetzner Online GmbH","18","Hetzner","8118","http","825","1141","2022-12-16T23:09:41.275Z","99","510","513"
"161.97.97.231","elite","AS51167","DE","Contabo GmbH","13","Contabo GmbH","10050","socks4","412","1","2022-12-16T23:09:41.351Z","90","569","634"
"31.146.60.54","elite","AS35805","GE","JSC \"Silknet\"","82","Silknet Gpon","8080","socks4","623","1","2022-12-16T23:09:41.186Z","100","556","556"
"58.246.245.122","elite","AS17621","CN","CNC Group CHINA169 Shanghai Province Network","250","N/A","4153","socks4","362","1","2022-12-16T23:09:41.901Z","100","632","633"
"184.154.92.35","elite","AS32475","US","SingleHop LLC","99","SingleHop LLC","2222","socks5","995","1","2022-12-16T23:09:41.195Z","86","513","599"
"117.195.95.126","elite","AS9829","IN","BSNL Internet","191","N/A","5678","socks4","122","1","2022-12-16T23:09:41.634Z","16","95","582"
"177.12.177.21","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","192","Linxbr Telecomunicacoes Ltda","4153","socks4","808","1","2022-12-16T23:09:41.894Z","100","585","586"
"43.128.105.117","anonymous","AS132203","SG","Aceville Pte.ltd","322","N/A","3128","http","329","786","2022-12-16T23:09:41.335Z","100","512","514"
"82.114.99.202","anonymous","AS21353","RU","Tehdilinvest Company","44","ArtCommunications Ltd.","1256","https","538","683","2022-12-16T23:09:40.161Z","99","578","581"
"212.175.191.174","elite","AS9121","TR","Turk Telekomunikasyon Anonim Sirketi","62","Hiznet Telekomunikasyon","4153","socks4","133","1","2022-12-16T23:09:40.159Z","100","529","530"
"84.238.244.85","elite","AS47402","BG","Multimedia","39","Multimedia BG EOOD","4145","socks4","107","1","2022-12-16T23:09:40.160Z","99","626","633"
"197.251.236.227","elite","AS29614","GH","Vodafone Ghana AS International Transit","135","ADSL FBB static IP","5678","socks4","323","1","2022-12-16T23:09:40.159Z","100","578","580"
"178.212.55.61","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","36","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","899","1","2022-12-16T23:09:40.707Z","96","593","620"
"125.141.139.60","elite","AS4766","KR","Korea Telecom","215","KORNET","5566","socks4","499","1","2022-12-16T23:09:40.157Z","80","504","628"
"95.216.181.107","elite","AS24940","FI","Hetzner Online GmbH","34","HETZNER-DC","9080","socks4","119","1","2022-12-16T23:09:40.160Z","100","634","634"
"45.71.196.79","anonymous","AS265828","AR","Infomaster S.R.L.","209","Infomaster S.R.L","999","http","762","504","2022-12-16T23:09:40.694Z","98","507","515"
"200.46.30.210","elite","AS21599","PA","Cable Onda","314","Cable Onda","4153","socks4","279","1","2022-12-16T23:09:40.158Z","95","600","632"
"211.137.33.22","elite","AS56044","CN","China Mobile communications corporation","292","China Mobile Communications Corporation","80","socks5","927","1","2022-12-16T23:09:40.712Z","95","549","575"
"5.135.248.140","elite","AS16276","PL","OVH SAS","42","IQgroup Adam Buhl","45952","socks4","960","1","2022-12-16T23:09:40.711Z","99","568","572"
"119.115.28.112","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","186","N/A","3128","socks4","74","1","2022-12-16T23:09:40.159Z","92","531","577"
"177.66.59.130","elite","AS28198","BR","Sempre Telecomunicacoes Ltda","222","Sempre Telecomunicacoes Ltda","4153","socks4","512","1","2022-12-16T23:09:40.156Z","86","480","560"
"190.242.118.93","anonymous","AS23520","CO","Columbus Networks USA, Inc.","129","Columbus Networks Colombia","55443","http","949","303","2022-12-16T23:09:40.162Z","99","606","614"
"102.66.231.66","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","228","Herotel","5678","socks4","1178","1","2022-12-16T23:09:39.097Z","54","311","579"
"181.48.70.30","elite","AS14080","CO","Telmex Colombia S.A.","146","Telmex Colombia S.A.","4153","socks4","1196","1","2022-12-16T23:09:39.310Z","98","622","634"
"92.222.237.95","elite","AS16276","FR","OVH SAS","5","LCC LCC","8898","socks4","1006","1","2022-12-16T23:09:39.856Z","100","598","598"
"101.109.247.173","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","4145","socks4","1156","1","2022-12-16T23:09:39.311Z","84","517","616"
"170.254.255.241","elite","AS52584","BR","Connect Fibra","209","Connect Fibra","45816","socks4","1247","1","2022-12-16T23:09:39.096Z","97","607","629"
"86.57.181.122","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","59","Byfly Vitebsk","51801","socks4","987","1","2022-12-16T23:09:39.537Z","90","561","623"
"188.166.239.48","elite","AS14061","SG","DigitalOcean, LLC","156","Digitalocean","3128","socks4","1124","1","2022-12-16T23:09:39.312Z","100","595","596"
"190.109.72.237","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","189","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","1141","1","2022-12-16T23:09:39.312Z","98","593","606"
"177.105.68.131","elite","AS262637","BR","Netprimus Tecnologia Ltda","193","Netprimus Tecnologia Ltda","4153","socks4","1262","1","2022-12-16T23:09:39.095Z","99","628","632"
"177.184.67.97","elite","AS52898","BR","Multipla Serviços Inteligentes","233","Multipla Serviços Inteligentes","4145","socks4","1106","1","2022-12-16T23:09:39.313Z","100","612","613"
"103.101.231.125","elite","AS17451","ID","Biznet Networks","176","PT Biznet Multi Media","5678","socks4","1206","1","2022-12-16T23:09:39.096Z","67","407","603"
"27.106.84.186","elite","AS45194","IN","Syscon Infoway Pvt. Ltd","122","Syscon Infoway Pvt. Ltd.","4153","socks4","974","1","2022-12-16T23:09:39.538Z","99","628","633"
"89.237.32.33","elite","AS20485","RU","multi-origin SUTTK","75","N/A","51549","socks4","1283","1","2022-12-16T23:09:39.094Z","100","592","592"
"45.7.177.178","elite","AS266626","BR","Litoral Telecom","196","Litoral Telecom","39867","socks4","974","1","2022-12-16T23:09:39.857Z","97","563","580"
"221.167.75.138","elite","AS4766","KR","Korea Telecom","213","Kornet","5156","socks4","1066","1","2022-12-16T23:09:39.314Z","99","555","558"
